hidden weight mean,hidden weight sd,output weight mean,output weight sd,accuracy
0.0,0.5,2.0,1.0,0.04904364884747425
0.0,0.5,2.0,1.5,0.04904364884747425
0.0,0.5,2.0,2.0,0.04904364884747425
0.0,0.5,2.0,2.5,0.04904364884747425
0.0,0.5,2.0,3.0,0.04904364884747425
0.0,0.5,2.0,3.5,0.04904364884747425
0.0,0.5,2.5,0.0,0.04904364884747425
0.0,0.5,2.5,0.5,0.04904364884747425
0.0,0.5,2.5,1.0,0.04904364884747425
0.0,0.5,2.5,1.5,0.04904364884747425
0.0,0.5,2.5,2.0,0.04904364884747425
0.0,0.5,2.5,2.5,0.04904364884747425
0.0,0.5,2.5,3.0,0.04904364884747425
0.0,0.5,2.5,3.5,0.04904364884747425
0.0,0.5,3.0,0.0,0.04904364884747425
0.0,0.5,3.0,0.5,0.04904364884747425
0.0,0.5,3.0,1.0,0.04904364884747425
0.0,0.5,3.0,1.5,0.04904364884747425
0.0,0.5,3.0,2.0,0.04904364884747425
0.0,0.5,3.0,2.5,0.04904364884747425
0.0,0.5,3.0,3.0,0.04904364884747425
0.0,0.5,3.0,3.5,0.04904364884747425
0.0,0.5,3.5,0.0,0.04904364884747425
0.0,0.5,3.5,0.5,0.04904364884747425
0.0,0.5,3.5,1.0,0.04904364884747425
0.0,0.5,3.5,1.5,0.04904364884747425
0.0,0.5,3.5,2.0,0.04904364884747425
0.0,0.5,3.5,2.5,0.04904364884747425
0.0,0.5,3.5,3.0,0.04904364884747425
0.0,0.5,3.5,3.5,0.04904364884747425
0.0,1.0,0.0,0.0,0.6503187837175086
0.0,1.0,0.0,0.5,0.6660127513487003
0.0,1.0,0.0,1.0,0.5769985286905346
0.0,1.0,0.0,1.5,0.6660127513487003
0.0,1.0,0.0,2.0,0.6450465914664051
0.0,1.0,0.0,2.5,0.6367091711623345
0.0,1.0,0.0,3.0,0.5534575772437469
0.0,1.0,0.0,3.5,0.6293526238352133
0.0,1.0,0.5,0.0,0.6401422265816576
0.0,1.0,0.5,0.5,0.6761893084845513
0.0,1.0,0.5,1.0,0.6623344776851398
0.0,1.0,0.5,1.5,0.6387935262383522
0.0,1.0,0.5,2.0,0.5871750858263854
0.0,1.0,0.5,2.5,0.6484796468857283
0.0,1.0,0.5,3.0,0.47204512015693967
0.0,1.0,0.5,3.5,0.5467140755272192
0.0,1.0,1.0,0.0,0.6717753800882785
0.0,1.0,1.0,0.5,0.7231486022560079
0.0,1.0,1.0,1.0,0.6232221677292791
0.0,1.0,1.0,1.5,0.6397743992153017
0.0,1.0,1.0,2.0,0.6321726336439432
0.0,1.0,1.0,2.5,0.6075282000980873
0.0,1.0,1.0,3.0,0.6716527709661598
0.0,1.0,1.0,3.5,0.6902893575282001
0.0,1.0,1.5,0.0,0.6690779794016675
0.0,1.0,1.5,0.5,0.6758214811181952
0.0,1.0,1.5,1.0,0.7061059342815106
0.0,1.0,1.5,1.5,0.6124325649828347
0.0,1.0,1.5,2.0,0.6794997547817557
0.0,1.0,1.5,2.5,0.6007846983815596
0.0,1.0,1.5,3.0,0.5754046101029917
0.0,1.0,1.5,3.5,0.5896272682687592
0.0,1.0,2.0,0.0,0.6770475723393821
0.0,1.0,2.0,0.5,0.6642962236390387
0.0,1.0,2.0,1.0,0.6190534575772437
0.0,1.0,2.0,1.5,0.6295978420794507
0.0,1.0,2.0,2.0,0.6134134379597842
0.0,1.0,2.0,2.5,0.5968612064737616
0.0,1.0,2.0,3.0,0.5871750858263854
0.0,1.0,2.0,3.5,0.5879107405590976
0.0,1.0,2.5,0.0,0.6769249632172634
0.0,1.0,2.5,0.5,0.7206964198136341
0.0,1.0,2.5,1.0,0.6047081902893575
0.0,1.0,2.5,1.5,0.670058852378617
0.0,1.0,2.5,2.0,0.5766307013241785
0.0,1.0,2.5,2.5,0.6331535066208926
0.0,1.0,2.5,3.0,0.5033104462972046
0.0,1.0,2.5,3.5,0.46554683668464936
0.0,1.0,3.0,0.0,0.6592692496321726
0.0,1.0,3.0,0.5,0.684894556154978
0.0,1.0,3.0,1.0,0.7007111329082883
0.0,1.0,3.0,1.5,0.6765571358509073
0.0,1.0,3.0,2.0,0.6063021088769004
0.0,1.0,3.0,2.5,0.599068170671898
0.0,1.0,3.0,3.0,0.6227317312408043
0.0,1.0,3.0,3.5,0.7249877390877881
0.0,1.0,3.5,0.0,0.6927415399705739
0.0,1.0,3.5,0.5,0.5414418832761158
0.0,1.0,3.5,1.0,0.5869298675821482
0.0,1.0,3.5,1.5,0.648970083374203
0.0,1.0,3.5,2.0,0.5958803334968121
0.0,1.0,3.5,2.5,0.6950711132908288
0.0,1.0,3.5,3.0,0.6627023050514959
0.0,1.0,3.5,3.5,0.6087542913192742
0.0,1.5,0.0,0.0,0.8103236880823933
0.0,1.5,0.0,0.5,0.8207454634624816
0.0,1.5,0.0,1.0,0.8160863168219715
0.0,1.5,0.0,1.5,0.8133889161353605
0.0,1.5,0.0,2.0,0.849068170671898
0.0,1.5,0.0,2.5,0.8243011280039235
0.0,1.5,0.0,3.0,0.8176802354095145
0.0,1.5,0.0,3.5,0.8155958803334968
0.0,1.5,0.5,0.0,0.790951446787641
0.0,1.5,0.5,0.5,0.7856792545365375
0.0,1.5,0.5,1.0,0.8334968121628249
0.0,1.5,0.5,1.5,0.8247915644923982
0.0,1.5,0.5,2.0,0.832270720941638
0.0,1.5,0.5,2.5,0.8061549779303581
0.0,1.5,0.5,3.0,0.7878862187346739
0.0,1.5,0.5,3.5,0.8415890142226582
0.0,1.5,1.0,0.0,0.8175576262873958
0.0,1.5,1.0,0.5,0.7973271211378127
0.0,1.5,1.0,1.0,0.8273663560568907
0.0,1.5,1.0,1.5,0.8219715546836684
0.0,1.5,1.0,2.0,0.8457577243746934
0.0,1.5,1.0,2.5,0.8010053948013732
0.0,1.5,1.0,3.0,0.84048553212359
0.0,1.5,1.0,3.5,0.8337420304070623
0.0,1.5,1.5,0.0,0.8072584600294261
0.0,1.5,1.5,0.5,0.8173124080431584
0.0,1.5,1.5,1.0,0.8410985777341834
0.0,1.5,1.5,1.5,0.81902893575282
0.0,1.5,1.5,2.0,0.8381559588033349
0.0,1.5,1.5,2.5,0.8326385483079941
0.0,1.5,1.5,3.0,0.8380333496812162
0.0,1.5,1.5,3.5,0.8391368317802844
0.0,1.5,2.0,0.0,0.8211132908288377
0.0,1.5,2.0,0.5,0.8148602256007847
0.0,1.5,2.0,1.0,0.7961010299166258
0.0,1.5,2.0,1.5,0.8034575772437469
0.0,1.5,2.0,2.0,0.8395046591466405
0.0,1.5,2.0,2.5,0.8574055909759686
0.0,1.5,2.0,3.0,0.8261402648357038
0.0,1.5,2.0,3.5,0.8257724374693477
0.0,1.5,2.5,0.0,0.8108141245708681
0.0,1.5,2.5,0.5,0.821726336439431
0.0,1.5,2.5,1.0,0.8102010789602746
0.0,1.5,2.5,1.5,0.8046836684649338
0.0,1.5,2.5,2.0,0.829205492888671
0.0,1.5,2.5,2.5,0.8429377145659637
0.0,1.5,2.5,3.0,0.8376655223148602
0.0,1.5,2.5,3.5,0.8422020598332516
0.0,1.5,3.0,0.0,0.8200098087297695
0.0,1.5,3.0,0.5,0.8162089259440902
0.0,1.5,3.0,1.0,0.8320255026974007
0.0,1.5,3.0,1.5,0.8203776360961256
0.0,1.5,3.0,2.0,0.8336194212849436
0.0,1.5,3.0,2.5,0.8268759195684159
0.0,1.5,3.0,3.0,0.8509073075036783
0.0,1.5,3.0,3.5,0.8176802354095145
0.0,1.5,3.5,0.0,0.791319274153997
0.0,1.5,3.5,0.5,0.8212358999509564
0.0,1.5,3.5,1.0,0.8011280039234919
0.0,1.5,3.5,1.5,0.8234428641490927
0.0,1.5,3.5,2.0,0.8262628739578225
0.0,1.5,3.5,2.5,0.8067680235409515
0.0,1.5,3.5,3.0,0.7880088278567925
0.0,1.5,3.5,3.5,0.820990681706719
0.0,2.0,0.0,0.0,0.8624325649828347
0.0,2.0,0.0,0.5,0.8692986758214811
0.0,2.0,0.0,1.0,0.8773908778813144
0.0,2.0,0.0,1.5,0.8664786660127514
0.0,2.0,0.0,2.0,0.886096125551741
0.0,2.0,0.0,2.5,0.8777587052476704
0.0,2.0,0.0,3.0,0.8878126532614027
0.0,2.0,0.0,3.5,0.8767778322707209
0.0,2.0,0.5,0.0,0.8593673369298676
0.0,2.0,0.5,0.5,0.8604708190289357
0.0,2.0,0.5,1.0,0.8493133889161354
0.0,2.0,0.5,1.5,0.8684404119666503
0.0,2.0,0.5,2.0,0.870892594409024
0.0,2.0,0.5,2.5,0.8787395782246199
0.0,2.0,0.5,3.0,0.8743256498283473
0.0,2.0,0.5,3.5,0.8811917606669937
0.0,2.0,1.0,0.0,0.8658656204021579
0.0,2.0,1.0,0.5,0.8614516920058852
0.0,2.0,1.0,1.0,0.874816086316822
0.0,2.0,1.0,1.5,0.8786169691025012
0.0,2.0,1.0,2.0,0.8658656204021579
0.0,2.0,1.0,2.5,0.8802108876900442
0.0,2.0,1.0,3.0,0.8901422265816576
0.0,2.0,1.0,3.5,0.8867091711623345
0.0,2.0,1.5,0.0,0.8554438450220696
0.0,2.0,1.5,0.5,0.8549534085335949
0.0,2.0,1.5,1.0,0.8554438450220696
0.0,2.0,1.5,1.5,0.8717508582638548
0.0,2.0,1.5,2.0,0.8675821481118196
0.0,2.0,1.5,2.5,0.8581412457086808
0.0,2.0,1.5,3.0,0.8885483079941148
0.0,2.0,1.5,3.5,0.8963952918097107
0.0,2.0,2.0,0.0,0.8336194212849436
0.0,2.0,2.0,0.5,0.8403629230014713
0.0,2.0,2.0,1.0,0.8777587052476704
0.0,2.0,2.0,1.5,0.8789847964688573
0.0,2.0,2.0,2.0,0.8740804315841099
0.0,2.0,2.0,2.5,0.879475232957332
0.0,2.0,2.0,3.0,0.8868317802844532
0.0,2.0,2.0,3.5,0.8917361451692006
0.0,2.0,2.5,0.0,0.8580186365865621
0.0,2.0,2.5,0.5,0.8515203531142717
0.0,2.0,2.5,1.0,0.8781265326140265
0.0,2.0,2.5,1.5,0.8555664541441883
0.0,2.0,2.5,2.0,0.8773908778813144
0.0,2.0,2.5,2.5,0.8645169200588524
0.0,2.0,2.5,3.0,0.8620647376164786
0.0,2.0,2.5,3.5,0.8713830308974988
0.0,2.0,3.0,0.0,0.8604708190289357
0.0,2.0,3.0,0.5,0.8543403629230014
0.0,2.0,3.0,1.0,0.8598577734183424
0.0,2.0,3.0,1.5,0.8760421775380088
0.0,2.0,3.0,2.0,0.8840117704757234
0.0,2.0,3.0,2.5,0.8928396272682687
0.0,2.0,3.0,3.0,0.8678273663560568
0.0,2.0,3.0,3.5,0.881436978911231
0.0,2.0,3.5,0.0,0.8672143207454635
0.0,2.0,3.5,0.5,0.8581412457086808
0.0,2.0,3.5,1.0,0.8587542913192742
0.0,2.0,3.5,1.5,0.8539725355566454
0.0,2.0,3.5,2.0,0.8729769494850417
0.0,2.0,3.5,2.5,0.8711378126532614
0.0,2.0,3.5,3.0,0.896640510053948
0.0,2.0,3.5,3.5,0.8652525747915645
0.0,2.5,0.0,0.0,0.8846248160863168
0.0,2.5,0.0,0.5,0.8710152035311427
0.0,2.5,0.0,1.0,0.8960274644433546
0.0,2.5,0.0,1.5,0.8886709171162335
0.0,2.5,0.0,2.0,0.8978666012751348
0.0,2.5,0.0,2.5,0.9107405590975969
0.0,2.5,0.0,3.0,0.9102501226091221
0.0,2.5,0.0,3.5,0.8983570377636096
0.0,2.5,0.5,0.0,0.8582638548307994
0.0,2.5,0.5,0.5,0.8822952427660617
0.0,2.5,0.5,1.0,0.8930848455125061
0.0,2.5,0.5,1.5,0.8916135360470819
0.0,2.5,0.5,2.0,0.900931829328102
0.0,2.5,0.5,2.5,0.9128249141736146
0.0,2.5,0.5,3.0,0.905590975968612
0.0,2.5,0.5,3.5,0.9051005394801374
0.0,2.5,1.0,0.0,0.8884256988719961
0.0,2.5,1.0,0.5,0.8750613045610593
0.0,2.5,1.0,1.0,0.896272682687592
0.0,2.5,1.0,1.5,0.9021579205492889
0.0,2.5,1.0,2.0,0.9129475232957333
0.0,2.5,1.0,2.5,0.8894065718489456
0.0,2.5,1.0,3.0,0.9217753800882785
0.0,2.5,1.0,3.5,0.9026483570377636
0.0,2.5,1.5,0.0,0.8540951446787641
0.0,2.5,1.5,0.5,0.8908778813143697
0.0,2.5,1.5,1.0,0.9081657675331045
0.0,2.5,1.5,1.5,0.9049779303580187
0.0,2.5,1.5,2.0,0.9109857773418343
0.0,2.5,1.5,2.5,0.9125796959293772
0.0,2.5,1.5,3.0,0.9086562040215792
0.0,2.5,1.5,3.5,0.8959048553212359
0.0,2.5,2.0,0.0,0.8826630701324178
0.0,2.5,2.0,0.5,0.8742030407062286
0.0,2.5,2.0,1.0,0.8859735164296224
0.0,2.5,2.0,1.5,0.9048553212359
0.0,2.5,2.0,2.0,0.9037518391368318
0.0,2.5,2.0,2.5,0.8978666012751348
0.0,2.5,2.0,3.0,0.9042422756253066
0.0,2.5,2.0,3.5,0.9025257479156449
0.0,2.5,2.5,0.0,0.8401177047572339
0.0,2.5,2.5,0.5,0.8891613536047082
0.0,2.5,2.5,1.0,0.9060814124570868
0.0,2.5,2.5,1.5,0.8936978911230996
0.0,2.5,2.5,2.0,0.8999509563511525
0.0,2.5,2.5,2.5,0.9214075527219225
0.0,2.5,2.5,3.0,0.900931829328102
0.0,2.5,2.5,3.5,0.9124570868072585
0.0,2.5,3.0,0.0,0.8422020598332516
0.0,2.5,3.0,0.5,0.8906326630701324
0.0,2.5,3.0,1.0,0.8890387444825895
0.0,2.5,3.0,1.5,0.8992153016184404
0.0,2.5,3.0,2.0,0.9014222658165768
0.0,2.5,3.0,2.5,0.9079205492888671
0.0,2.5,3.0,3.0,0.9057135850907307
0.0,2.5,3.0,3.5,0.9005640019617459
0.0,2.5,3.5,0.0,0.844409024031388
0.0,2.5,3.5,0.5,0.8770230505149583
0.0,2.5,3.5,1.0,0.9039970573810692
0.0,2.5,3.5,1.5,0.9184649337910741
0.0,2.5,3.5,2.0,0.915767533104463
0.0,2.5,3.5,2.5,0.9048553212359
0.0,2.5,3.5,3.0,0.9107405590975969
0.0,2.5,3.5,3.5,0.8934526728788622
0.0,3.0,0.0,0.0,0.8867091711623345
0.0,3.0,0.0,0.5,0.8879352623835214
0.0,3.0,0.0,1.0,0.9241049534085336
0.0,3.0,0.0,1.5,0.9063266307013241
0.0,3.0,0.0,2.0,0.9232466895537028
0.0,3.0,0.0,2.5,0.9188327611574301
0.0,3.0,0.0,3.0,0.9214075527219225
0.0,3.0,0.0,3.5,0.9130701324178518
0.0,3.0,0.5,0.0,0.8914909269249632
0.0,3.0,0.5,0.5,0.8959048553212359
0.0,3.0,0.5,1.0,0.9058361942128494
0.0,3.0,0.5,1.5,0.9245953898970083
0.0,3.0,0.5,2.0,0.9183423246689554
0.0,3.0,0.5,2.5,0.9234919077979402
0.0,3.0,0.5,3.0,0.9037518391368318
0.0,3.0,0.5,3.5,0.9147866601275135
0.0,3.0,1.0,0.0,0.8878126532614027
0.0,3.0,1.0,0.5,0.9166257969592938
0.0,3.0,1.0,1.0,0.9100049043648848
0.0,3.0,1.0,1.5,0.8972535556645415
0.0,3.0,1.0,2.0,0.90951446787641
0.0,3.0,1.0,2.5,0.9233692986758215
0.0,3.0,1.0,3.0,0.9258214811181952
0.0,3.0,1.0,3.5,0.9190779794016675
0.0,3.0,1.5,0.0,0.8792300147130947
0.0,3.0,1.5,0.5,0.9086562040215792
0.0,3.0,1.5,1.0,0.9046101029916626
0.0,3.0,1.5,1.5,0.9205492888670918
0.0,3.0,1.5,2.0,0.9230014713094654
0.0,3.0,1.5,2.5,0.9248406081412457
0.0,3.0,1.5,3.0,0.9252084355076018
0.0,3.0,1.5,3.5,0.91417361451692
0.0,3.0,2.0,0.0,0.9031387935262384
0.0,3.0,2.0,0.5,0.9020353114271702
0.0,3.0,2.0,1.0,0.9091466405100539
0.0,3.0,2.0,1.5,0.9188327611574301
0.0,3.0,2.0,2.0,0.9102501226091221
0.0,3.0,2.0,2.5,0.9167484060814125
0.0,3.0,2.0,3.0,0.9199362432564983
0.0,3.0,2.0,3.5,0.9234919077979402
0.0,3.0,2.5,0.0,0.8965179009318294
0.0,3.0,2.5,0.5,0.9118440411966651
0.0,3.0,2.5,1.0,0.91417361451692
0.0,3.0,2.5,1.5,0.9113536047081903
0.0,3.0,2.5,2.0,0.9281510544384503
0.0,3.0,2.5,2.5,0.9127023050514959
0.0,3.0,2.5,3.0,0.9194458067680236
0.0,3.0,2.5,3.5,0.9051005394801374
0.0,3.0,3.0,0.0,0.8987248651299656
0.0,3.0,3.0,0.5,0.9084109857773418
0.0,3.0,3.0,1.0,0.8978666012751348
0.0,3.0,3.0,1.5,0.9173614516920059
0.0,3.0,3.0,2.0,0.9221432074546346
0.0,3.0,3.0,2.5,0.924717999019127
0.0,3.0,3.0,3.0,0.9140510053948013
0.0,3.0,3.0,3.5,0.9033840117704757
0.0,3.0,3.5,0.0,0.8848700343305542
0.0,3.0,3.5,0.5,0.9015448749386954
0.0,3.0,3.5,1.0,0.9052231486022561
0.0,3.0,3.5,1.5,0.9179744973025993
0.0,3.0,3.5,2.0,0.9155223148602256
0.0,3.0,3.5,2.5,0.9220205983325159
0.0,3.0,3.5,3.0,0.920058852378617
0.0,3.0,3.5,3.5,0.9301128003923492
0.0,3.5,0.0,0.0,0.8939431093673369
0.0,3.5,0.0,0.5,0.8874448258950466
0.0,3.5,0.0,1.0,0.9209171162334477
0.0,3.5,0.0,1.5,0.9272927905836195
0.0,3.5,0.0,2.0,0.9283962726826875
0.0,3.5,0.0,2.5,0.9326875919568416
0.0,3.5,0.0,3.0,0.9190779794016675
0.0,3.5,0.0,3.5,0.9162579695929377
0.0,3.5,0.5,0.0,0.8902648357037763
0.0,3.5,0.5,0.5,0.9163805787150564
0.0,3.5,0.5,1.0,0.9214075527219225
0.0,3.5,0.5,1.5,0.9245953898970083
0.0,3.5,0.5,2.0,0.9256988719960765
0.0,3.5,0.5,2.5,0.934894556154978
0.0,3.5,0.5,3.0,0.9268023540951447
0.0,3.5,0.5,3.5,0.9310936733692987
0.0,3.5,1.0,0.0,0.9004413928396273
0.0,3.5,1.0,0.5,0.9112309955860716
0.0,3.5,1.0,1.0,0.9276606179499755
0.0,3.5,1.0,1.5,0.9272927905836195
0.0,3.5,1.0,2.0,0.9187101520353115
0.0,3.5,1.0,2.5,0.932932810201079
0.0,3.5,1.0,3.0,0.9270475723393821
0.0,3.5,1.0,3.5,0.9156449239823443
0.0,3.5,1.5,0.0,0.9108631682197156
0.0,3.5,1.5,0.5,0.9079205492888671
0.0,3.5,1.5,1.0,0.9184649337910741
0.0,3.5,1.5,1.5,0.929377145659637
0.0,3.5,1.5,2.0,0.9308484551250613
0.0,3.5,1.5,2.5,0.935262383521334
0.0,3.5,1.5,3.0,0.9225110348209907
0.0,3.5,1.5,3.5,0.926679744973026
0.0,3.5,2.0,0.0,0.9021579205492889
0.0,3.5,2.0,0.5,0.9068170671897989
0.0,3.5,2.0,1.0,0.9265571358509073
0.0,3.5,2.0,1.5,0.9323197645904855
0.0,3.5,2.0,2.0,0.9234919077979402
0.0,3.5,2.0,2.5,0.9302354095144679
0.0,3.5,2.0,3.0,0.9307258460029426
0.0,3.5,2.0,3.5,0.9176066699362433
0.0,3.5,2.5,0.0,0.9152770966159882
0.0,3.5,2.5,0.5,0.9189553702795488
0.0,3.5,2.5,1.0,0.9216527709661598
0.0,3.5,2.5,1.5,0.9259440902403139
0.0,3.5,2.5,2.0,0.9320745463462482
0.0,3.5,2.5,2.5,0.9221432074546346
0.0,3.5,2.5,3.0,0.9216527709661598
0.0,3.5,2.5,3.5,0.9264345267287887
0.0,3.5,3.0,0.0,0.9080431584109858
0.0,3.5,3.0,0.5,0.9244727807748897
0.0,3.5,3.0,1.0,0.9091466405100539
0.0,3.5,3.0,1.5,0.9353849926434527
0.0,3.5,3.0,2.0,0.920058852378617
0.0,3.5,3.0,2.5,0.9275380088278568
0.0,3.5,3.0,3.0,0.9124570868072585
0.0,3.5,3.0,3.5,0.9248406081412457
0.0,3.5,3.5,0.0,0.9024031387935263
0.0,3.5,3.5,0.5,0.912211868563021
0.0,3.5,3.5,1.0,0.9199362432564983
0.0,3.5,3.5,1.5,0.9326875919568416
0.0,3.5,3.5,2.0,0.9232466895537028
0.0,3.5,3.5,2.5,0.9344041196665032
0.0,3.5,3.5,3.0,0.9276606179499755
0.0,3.5,3.5,3.5,0.9173614516920059
0.5,0.0,0.0,0.0,0.058239333006375675
0.5,0.0,0.0,0.5,0.8418342324668955
0.5,0.0,0.0,1.0,0.8208680725846003
0.5,0.0,0.0,1.5,0.8678273663560568
0.5,0.0,0.0,2.0,0.8538499264345267
0.5,0.0,0.0,2.5,0.8271211378126533
0.5,0.0,0.0,3.0,0.8396272682687592
0.5,0.0,0.0,3.5,0.8121628249141736
0.5,0.0,0.5,0.0,0.04904364884747425
0.5,0.0,0.5,0.5,0.8699117214320745
0.5,0.0,0.5,1.0,0.8582638548307994
0.5,0.0,0.5,1.5,0.862309955860716
0.5,0.0,0.5,2.0,0.8469838155958803
0.5,0.0,0.5,2.5,0.8426924963217264
0.5,0.0,0.5,3.0,0.8408533594899461
0.5,0.0,0.5,3.5,0.8230750367827366
0.5,0.0,1.0,0.0,0.04904364884747425
0.5,0.0,1.0,0.5,0.8574055909759686
0.5,0.0,1.0,1.0,0.8370524767042667
0.5,0.0,1.0,1.5,0.8415890142226582
0.5,0.0,1.0,2.0,0.8462481608631682
0.5,0.0,1.0,2.5,0.8518881804806278
0.5,0.0,1.0,3.0,0.815105443845022
0.5,0.0,1.0,3.5,0.8179254536537518
0.5,0.0,1.5,0.0,0.049534085335948996
0.5,0.0,1.5,0.5,0.842815105443845
0.5,0.0,1.5,1.0,0.8629230014713095
0.5,0.0,1.5,1.5,0.8483325159391859
0.5,0.0,1.5,2.0,0.8433055419323198
0.5,0.0,1.5,2.5,0.8501716527709662
0.5,0.0,1.5,3.0,0.8418342324668955
0.5,0.0,1.5,3.5,0.820990681706719
0.5,0.0,2.0,0.0,0.04904364884747425
0.5,0.0,2.0,0.5,0.847106424717999
0.5,0.0,2.0,1.0,0.870892594409024
0.5,0.0,2.0,1.5,0.8472290338401177
0.5,0.0,2.0,2.0,0.8395046591466405
0.5,0.0,2.0,2.5,0.8403629230014713
0.5,0.0,2.0,3.0,0.832270720941638
0.5,0.0,2.0,3.5,0.8271211378126533
0.5,0.0,2.5,0.0,0.04916625796959294
0.5,0.0,2.5,0.5,0.8458803334968121
0.5,0.0,2.5,1.0,0.8654977930358019
0.5,0.0,2.5,1.5,0.8441638057871506
0.5,0.0,2.5,2.0,0.8450220696419813
0.5,0.0,2.5,2.5,0.8433055419323198
0.5,0.0,2.5,3.0,0.8513977439921531
