Epoch,Num trials,Number correct,accuracy,Time,memory
0,84843,19501,0.22984807232181795,50.76602910802467,1508.0
1,84843,27433,0.3233384015180981,57.639288470032625,1508.0
2,84843,30267,0.356741275060995,57.884673249966,1508.0
3,84843,32137,0.3787819855497802,57.59467906499049,1508.0
4,84843,33788,0.3982414577513761,57.788507461955305,1508.0
5,84843,34759,0.4096861261388683,58.09976948995609,1508.0
6,84843,35820,0.42219157738410945,58.11791121098213,1508.0
7,84843,36778,0.4334830215810379,58.06203560199356,1508.0
8,84843,37537,0.4424289570147213,58.20169704902219,1508.0
9,84843,38231,0.450608771495586,58.18082531896653,1508.0
10,84843,38866,0.45809318388081516,58.93808470899239,1508.0
11,84843,39495,0.4655068774088611,58.14584455295699,1508.0
12,84843,39989,0.47132939665028345,58.47468718298478,1508.0
13,84843,40480,0.47711655646311424,58.6790712379734,1508.0
14,84843,40977,0.48297443513312827,58.6545541100204,1508.0
15,84843,41416,0.48814869818370404,58.867550751019735,1508.0
16,84843,41908,0.493947644472732,58.79210724600125,1508.0
17,84843,42246,0.4979314734273894,58.98632996703964,1508.0
18,84843,42644,0.5026224909538796,59.05759456905071,1508.0
19,84843,42969,0.5064530957179731,59.269367676984984,1508.0
20,84843,43331,0.5107198001013636,59.26243491098285,1508.0
21,84843,43706,0.515139728675318,59.459037474996876,1508.0
22,84843,44029,0.5189467604870172,59.41763662995072,1508.0
23,84843,44307,0.522223400869842,59.719691053032875,1508.0
24,84843,44637,0.5261129380149216,59.7518508079811,1508.0
25,84843,44877,0.5289416923022524,59.728290388011374,1508.0
26,84843,45132,0.5319472437325413,59.85466172901215,1508.0
27,84843,45394,0.5350353004962106,59.8520903569879,1508.0
28,84843,45647,0.5380172789741051,59.97725366498344,1508.0
29,84843,45860,0.5405277984041111,59.94640875799814,1508.0
30,84843,46191,0.5444291220253881,60.09602882899344,1508.0
31,84843,46400,0.5468924955506053,60.13060177501757,1508.0
32,84843,46617,0.5494501608854001,60.14842950599268,1508.0
33,84843,46884,0.5525971500300555,60.176487980003,1508.0
34,84843,46986,0.5537993706021711,60.25928964099148,1508.0
35,84843,47254,0.5569581462230238,60.36873624997679,1508.0
36,84843,47460,0.5593861603196493,60.49749388999771,1508.0
37,84843,47607,0.5611187723206393,60.481834276986774,1508.0
38,84843,47697,0.5621795551783884,60.53757531801239,1508.0
39,84843,47995,0.5656919250851573,60.56261595804244,1508.0
40,84843,48175,0.5678134908006554,60.44883509003557,1508.0
41,84843,48344,0.5698054052779841,60.601253955974244,1508.0
42,84843,48585,0.572645946041512,60.50190521997865,1508.0
43,84843,48719,0.5742253338519383,60.47400767396903,1508.0
44,84843,48961,0.5770776610916635,60.557509280974045,1508.0
45,84843,49038,0.5779852197588486,60.667674502008595,1508.0
46,84843,49110,0.578833846045048,60.602612679009326,1508.0
47,84843,49256,0.5805546715698408,60.524069381004665,1508.0
48,84843,49340,0.5815447355704065,60.50159024796449,1508.0
49,84843,49561,0.5841495468099902,60.39328391494928,1508.0
50,84843,49775,0.5866718527161935,60.537142454995774,1508.0
51,84843,49917,0.5883455323361975,60.631781430973206,1508.0
52,84843,50005,0.5893827422415521,60.73140098399017,1508.0
53,84843,50066,0.5901017172895819,60.6909090160043,1508.0
54,84843,50248,0.5922468559574744,60.74011193099432,1508.0
55,84843,50317,0.593060122815082,60.69618938100757,1508.0
56,84843,50523,0.5954881369117075,60.860975842981134,1508.0
57,84843,50634,0.596796435769598,60.782917413976975,1508.0
58,84843,50719,0.5977982862463609,60.88158616499277,1508.0
59,84843,50846,0.5992951687234067,60.778465421055444,1508.0
60,84843,50935,0.6003441651049586,60.960012805997394,1508.0
61,84843,51031,0.6014756668198908,60.803083639009856,1508.0
62,84843,51102,0.6023125066298929,60.844683664967306,1508.0
63,84843,51227,0.6037858161545443,60.81962248898344,1508.0
64,84843,51333,0.6050351826314486,60.6984719390166,1508.0
65,84843,51453,0.606449559775114,60.65100216399878,1508.0
66,84843,51565,0.6077696451092017,60.76025902701076,1508.0
67,84843,51716,0.6095494030149806,60.76700750400778,1508.0
68,84843,51795,0.6104805346345603,60.83582892298,1508.0
69,84843,51859,0.6112348691111819,60.808310633990914,1508.0
70,84843,51967,0.6125078085404807,60.781207039020956,1508.0
71,84843,52105,0.6141343422556959,60.736198984028306,1508.0
72,84843,52137,0.6145115094940066,60.73971598298522,1508.0
73,84843,52218,0.6154662140659807,60.74185915797716,1508.0
74,84843,52294,0.6163619862569688,60.76552042004187,1508.0
75,84843,52449,0.6181888900675365,60.75241069396725,1508.0
76,84843,52463,0.6183539007342974,60.70611514901975,1508.0
77,84843,52536,0.6192143134966939,60.64790285198251,1508.0
78,84843,52591,0.6198625696875405,60.68739526200807,1508.0
79,84843,52791,0.6222198649269828,60.720948886999395,1508.0
80,84843,52851,0.6229270534988155,60.749569688981865,1508.0
81,84843,52892,0.6234102990229011,60.825788386981,1508.0
82,84843,52920,0.623740320356423,60.836578894988634,1508.0
83,84843,52986,0.624518227785439,60.90075849799905,1508.0
84,84843,53125,0.6261565479768514,60.804455074016005,1508.0
85,84843,53248,0.6276062845491084,60.78195880900603,1508.0
86,84843,53439,0.6298575015027758,60.828526551951654,1508.0
87,84843,53351,0.6288202915974211,60.75660841201898,1508.0
88,84843,53570,0.6314015298846104,60.73710369999753,1508.0
89,84843,53501,0.6305882630270028,60.826025041984394,1508.0
90,84843,53645,0.6322855155994013,60.75100810197182,1508.0
91,84843,53701,0.632945558266445,60.78062263398897,1508.0
92,84843,53773,0.6337941845526442,60.77650734799681,1508.0
93,84843,53830,0.6344660136958853,60.79450680903392,1508.0
94,84843,53915,0.6354678641726483,60.74815082194982,1508.0
95,84843,54041,0.6369529601734969,60.77997934399173,1508.0
96,84843,54045,0.6370001060782857,60.752547001990024,1508.0
97,84843,54162,0.6383791237933595,60.725343366968445,1508.0
98,84843,54214,0.6389920205556144,60.72681265097344,1508.0
99,84843,54248,0.6393927607463197,60.80103657103609,1508.0
